--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
Set #137 - Solaceon Ruins Grass/Cave (rate=10) - Lairon Lv20, Luxio Lv21, Dugtrio Lv22, Luxio Lv23, Nidoking Lv24, Jolteon Lv25, Mantine Lv26, Pidgey Lv27, Mewtwo Lv28, Gengar Lv29, Clefable Lv30, Purugly Lv30
Set #138 - Solaceon Ruins Swarm/Radar/GBA (rate=10) - Metang Lv20, Fearow Lv21, Spheal Lv24, Dragonair Lv25, Raikou Lv30, Moltres Lv30, Shieldon Lv28, Anorith Lv29, Cascoon Lv28, Azumarill Lv29, Baltoy Lv28, Grotle Lv29, Wailord Lv28, Barboach Lv29, Pineco Lv28, Totodile Lv29
Set #139 - Solaceon Ruins Grass/Cave (rate=10) - Jolteon Lv20, Tauros Lv21, Pachirisu Lv22, Empoleon Lv23, Cascoon Lv24, Wailord Lv25, Venusaur Lv26, Aron Lv27, Dewgong Lv28, Poochyena Lv29, Eevee Lv30, Camerupt Lv30
Set #140 - Solaceon Ruins Swarm/Radar/GBA (rate=10) - Shieldon Lv20, Magcargo Lv21, Marowak Lv24, Dialga Lv25, Volbeat Lv30, Celebi Lv30, Hitmonchan Lv28, Chingling Lv29, Porygon Lv28, Flygon Lv29, Metagross Lv28, Chatot Lv29, Aerodactyl Lv28, Weedle Lv29, Ariados Lv28, Shroomish Lv29
Set #141 - Solaceon Ruins Grass/Cave (rate=10) - Jumpluff Lv20, Aron Lv21, Poliwag Lv22, Mightyena Lv23, Cherrim Lv24, Grimer Lv25, Buneary Lv26, Stantler Lv27, Kingdra Lv28, Shellder Lv29, Slakoth Lv30, Hypno Lv30
Set #142 - Solaceon Ruins Swarm/Radar/GBA (rate=10) - Politoed Lv20, Blaziken Lv21, Lucario Lv24, Kadabra Lv25, Prinplup Lv30, Vileplume Lv30, Pachirisu Lv28, Mew Lv29, Bidoof Lv28, Carvanha Lv29, Slowpoke Lv28, Nidoqueen Lv29, Gorebyss Lv28, Ampharos Lv29, Tyrogue Lv28, Pinsir Lv29
Set #143 - Solaceon Ruins Grass/Cave (rate=10) - Kingdra Lv20, Cubone Lv21, Heracross Lv22, Pidgeot Lv23, Horsea Lv24, Sableye Lv25, Gloom Lv26, Dunsparce Lv27, Togekiss Lv28, Gallade Lv29, Articuno Lv30, Lileep Lv30
Set #144 - Solaceon Ruins Swarm/Radar/GBA (rate=10) - Sealeo Lv20, Gallade Lv21, Starly Lv24, Lickilicky Lv25, Castform Lv30, Infernape Lv30, Whiscash Lv28, Ampharos Lv29, Nidoran♀ Lv28, Metagross Lv29, Mankey Lv28, Flaaffy Lv29, Porygon-Z Lv28, Aggron Lv29, Buneary Lv28, Meowth Lv29
Set #145 - Solaceon Ruins Grass/Cave (rate=10) - Croconaw Lv20, Mightyena Lv21, Metagross Lv22, Meowth Lv23, Linoone Lv24, Ralts Lv25, Crobat Lv26, Umbreon Lv27, Prinplup Lv28, Charmander Lv29, Nidorina Lv30, Snorlax Lv30
Set #146 - Solaceon Ruins Swarm/Radar/GBA (rate=10) - Houndour Lv20, Crobat Lv21, Rattata Lv24, Torchic Lv25, Weedle Lv30, Chatot Lv30, Bellossom Lv28, Floatzel Lv29, Chimecho Lv28, Lunatone Lv29, Drifblim Lv28, Delibird Lv29, Butterfree Lv28, Smeargle Lv29, Meditite Lv28, Shroomish Lv29
Set #147 - Solaceon Ruins Grass/Cave (rate=10) - Snorlax Lv20, Metang Lv21, Xatu Lv22, Flaaffy Lv23, Weezing Lv24, Togekiss Lv25, Magneton Lv26, Bidoof Lv27, Venusaur Lv28, Heracross Lv29, Happiny Lv30, Aerodactyl Lv30
Set #148 - Solaceon Ruins Swarm/Radar/GBA (rate=10) - Magikarp Lv20, Skuntank Lv21, Rotom Lv24, Alakazam Lv25, Pichu Lv30, Marshtomp Lv30, Linoone Lv28, Umbreon Lv29, Bellsprout Lv28, Duskull Lv29, Cleffa Lv28, Larvitar Lv29, Marowak Lv28, Yanma Lv29, Electrike Lv28, Primeape Lv29
Set #149 - Victory Road Grass/Cave (rate=15) - Prinplup Lv40, Beldum Lv41, Rhydon Lv42, Ho-Oh Lv41, Nidoqueen Lv42, Rattata Lv41, Psyduck Lv43, Budew Lv43, Chatot Lv42, Typhlosion Lv41, Starly Lv42, Groudon Lv41
Set #150 - Victory Road Swarm/Radar/GBA (rate=15) - Spinarak Lv40, Bagon Lv41, Riolu Lv42, Beldum Lv41, Vulpix Lv42, Darkrai Lv41, Seedot Lv42, Sableye Lv41, Crobat Lv42, Poliwrath Lv41, Crobat Lv42, Empoleon Lv41, Tyranitar Lv42, Grotle Lv41, Swablu Lv42, Geodude Lv41
Set #151 - Victory Road Grass/Cave (rate=15) - Hitmonchan Lv41, Clefable Lv42, Gastrodon Lv41, Kirlia Lv42, Duskull Lv44, Kecleon Lv43, Ampharos Lv44, Ariados Lv43, Cascoon Lv42, Beldum Lv43, Tauros Lv42, Glameow Lv43
Set #152 - Victory Road Swarm/Radar/GBA (rate=15) - Sneasel Lv41, Steelix Lv42, Feebas Lv44, Absol Lv43, Elekid Lv42, Bagon Lv43, Phione Lv42, Staryu Lv43, Gallade Lv42, Regice Lv43, Hitmontop Lv42, Spearow Lv43, Loudred Lv42, Froslass Lv43, Carvanha Lv42, Vespiquen Lv43
Set #153 - Victory Road Grass/Cave (rate=15) - Shelgon Lv42, Ivysaur Lv41, Cyndaquil Lv41, Grumpig Lv43, Vaporeon Lv42, Roserade Lv44, Meditite Lv44, Sudowoodo Lv43, Kingdra Lv44, Sandslash Lv43, Nidoran♀ Lv44, Golem Lv43
Set #154 - Victory Road Swarm/Radar/GBA (rate=15) - Chikorita Lv42, Kingler Lv41, Starly Lv42, Moltres Lv44, Kingler Lv44, Politoed Lv43, Spoink Lv44, Azelf Lv43, Butterfree Lv44, Bellsprout Lv43, Exploud Lv44, Magikarp Lv43, Roserade Lv44, Baltoy Lv43, Wigglytuff Lv44, Wailmer Lv43
Set #155 - Victory Road Surfing (rate=15) - Venomoth Lvs 30-50, Milotic Lvs 30-50, Walrein Lvs 30-50, Chatot Lvs 30-50, Tropius Lvs 30-50
Set #156 - Victory Road Old Rod (rate=25) - Sandslash Lvs 4-6, Yanmega Lvs 3-7, Camerupt Lvs 5-10, Aipom Lvs 5-10, Staryu Lvs 5-15
Set #157 - Victory Road Good Rod (rate=55) - Seel Lvs 15-20, Volbeat Lvs 15-20, Meganium Lvs 10-25, Kricketot Lvs 10-25, Magcargo Lvs 10-25
Set #158 - Victory Road Super Rod (rate=75) - Oddish Lvs 30-40, Whismur Lvs 30-40, Kakuna Lvs 40-55, Dragonite Lvs 40-55, Shinx Lvs 40-55
Set #159 - Victory Road Grass/Cave (rate=15) - Froslass Lv48, Munchlax Lv47, Walrein Lv47, Pidgeotto Lv49, Blastoise Lv48, Feraligatr Lv50, Dusknoir Lv50, Buizel Lv49, Whiscash Lv50, Skitty Lv49, Ho-Oh Lv50, Cubone Lv49
Set #160 - Victory Road Swarm/Radar/GBA (rate=15) - Lombre Lv48, Metagross Lv47, Croconaw Lv48, Manectric Lv50, Kyogre Lv50, Hitmonchan Lv49, Ludicolo Lv50, Ninjask Lv49, Butterfree Lv50, Kabutops Lv49, Omastar Lv50, Cubone Lv49, Budew Lv50, Combusken Lv49, Shuckle Lv50, Tangrowth Lv49
Set #161 - Victory Road Surfing (rate=15) - Electrode Lvs 35-55, Masquerain Lvs 35-55, Darkrai Lvs 35-55, Piplup Lvs 35-55, Nincada Lvs 35-55
Set #162 - Victory Road Old Rod (rate=25) - Feebas Lvs 4-6, Unown Lvs 3-7, Drifblim Lvs 5-10, Stantler Lvs 5-10, Gabite Lvs 5-15
Set #163 - Victory Road Good Rod (rate=55) - Regigigas Lvs 15-20, Snorunt Lvs 15-20, Vileplume Lvs 10-25, Rampardos Lvs 10-25, Mothim Lvs 10-25
Set #164 - Victory Road Super Rod (rate=75) - Gyarados Lvs 30-40, Kecleon Lvs 30-40, Metang Lvs 40-55, Ivysaur Lvs 40-55, Delcatty Lvs 40-55
Set #165 - Victory Road Grass/Cave (rate=15) - Huntail Lv47, Elekid Lv47, Unown Lv49, Muk Lv48, Swellow Lv50, Chimchar Lv48, Pinsir Lv50, Lickitung Lv49, Pinsir Lv50, Nuzleaf Lv50, Whismur Lv50, Camerupt Lv50
Set #166 - Victory Road Swarm/Radar/GBA (rate=15) - Azelf Lv47, Dunsparce Lv47, Crawdaunt Lv50, Roserade Lv48, Murkrow Lv50, Ambipom Lv50, Charmander Lv50, Shellos Lv50, Zangoose Lv50, Doduo Lv50, Manectric Lv50, Cherrim Lv50, Giratina Lv50, Poliwhirl Lv50, Magmar Lv50, Claydol Lv50
Set #167 - Victory Road Grass/Cave (rate=15) - Stunky Lv47, Manaphy Lv47, Tentacool Lv49, Murkrow Lv48, Whismur Lv50, Murkrow Lv48, Murkrow Lv49, Swampert Lv49, Skiploom Lv50, Jynx Lv50, Bidoof Lv50, Pikachu Lv50
Set #168 - Victory Road Swarm/Radar/GBA (rate=15) - Rhyperior Lv47, Drowzee Lv47, Makuhita Lv50, Kyogre Lv48, Seel Lv50, Azelf Lv50, Moltres Lv50, Octillery Lv50, Forretress Lv50, Happiny Lv50, Mewtwo Lv50, Suicune Lv50, Porygon-Z Lv50, Crobat Lv50, Flygon Lv50, Graveler Lv50
Set #169 - Ravaged Path Grass/Cave (rate=10) - Magnemite Lv4, Dustox Lv4, Kricketot Lv5, Skorupi Lv5, Bronzor Lv3, Floatzel Lv3, Marshtomp Lv6, Meditite Lv6, Jumpluff Lv6, Misdreavus Lv6, Walrein Lv6, Ditto Lv6
Set #170 - Ravaged Path Swarm/Radar/GBA (rate=10) - Loudred Lv4, Swablu Lv4, Blaziken Lv3, Trapinch Lv3, Ludicolo Lv6, Raikou Lv6, Bagon Lv6, Illumise Lv6, Bibarel Lv6, Bellossom Lv6, Wooper Lv6, Zubat Lv6, Sandslash Lv6, Skuntank Lv6, Cubone Lv6, Rayquaza Lv6
Set #171 - Ravaged Path Surfing (rate=10) - Gastly Lvs 20-30, Raticate Lvs 20-30, Phione Lvs 20-40, Farfetch’D Lvs 20-40, Snubbull Lvs 20-40
Set #172 - Ravaged Path Old Rod (rate=25) - Bronzor Lvs 4-6, Zubat Lvs 3-7, Stantler Lvs 5-10, Exeggcute Lvs 5-10, Abra Lvs 5-15
Set #173 - Ravaged Path Good Rod (rate=50) - Persian Lvs 15-20, Nidorino Lvs 15-20, Hippowdon Lvs 10-25, Noctowl Lvs 10-25, Swinub Lvs 10-25
Set #174 - Ravaged Path Super Rod (rate=75) - Poliwag Lvs 30-55, Regigigas Lvs 30-40, Chatot Lvs 40-55, Skorupi Lvs 40-55, Munchlax Lvs 40-55
Set #175 - Oreburgh Gate Grass/Cave (rate=10) - Ursaring Lv5, Gengar Lv5, Girafarig Lv6, Mismagius Lv6, Houndoom Lv5, Hitmonchan Lv5, Exeggcute Lv7, Bidoof Lv7, Hoothoot Lv7, Ekans Lv8, Jumpluff Lv7, Wartortle Lv8
Set #176 - Oreburgh Gate Swarm/Radar/GBA (rate=10) - Armaldo Lv5, Sceptile Lv5, Aron Lv5, Croconaw Lv5, Jumpluff Lv7, Drifblim Lv8, Alakazam Lv7, Burmy Lv8, Heatran Lv7, Magmar Lv8, Mew Lv7, Spheal Lv8, Dusknoir Lv7, Omastar Lv8, Voltorb Lv7, Aggron Lv8
Set #177 - Oreburgh Gate Grass/Cave (rate=10) - Glaceon Lv6, Togetic Lv8, Taillow Lv7, Phione Lv9, Gardevoir Lv6, Flaaffy Lv8, Meganium Lv10, Weavile Lv8, Natu Lv9, Shaymin Lv10, Vileplume Lv9, Girafarig Lv10
Set #178 - Oreburgh Gate Swarm/Radar/GBA (rate=10) - Cacnea Lv6, Mareep Lv8, Smeargle Lv6, Breloom Lv8, Charmeleon Lv9, Bronzong Lv10, Spiritomb Lv9, Togepi Lv10, Hitmonchan Lv9, Infernape Lv10, Probopass Lv9, Feraligatr Lv10, Doduo Lv9, Monferno Lv10, Weepinbell Lv9, Shuckle Lv10
Set #179 - Oreburgh Gate Surfing (rate=10) - Misdreavus Lvs 20-30, Magmar Lvs 20-30, Magcargo Lvs 20-40, Absol Lvs 20-40, Garchomp Lvs 20-40
Set #180 - Oreburgh Gate Old Rod (rate=25) - Jolteon Lvs 4-6, Marshtomp Lvs 3-7, Pineco Lvs 5-10, Entei Lvs 5-10, Noctowl Lvs 5-15
Set #181 - Oreburgh Gate Good Rod (rate=50) - Rotom Lvs 15-20, Larvitar Lvs 15-20, Rapidash Lvs 10-25, Pidgeotto Lvs 10-25, Shelgon Lvs 10-25
Set #182 - Oreburgh Gate Super Rod (rate=75) - Cubone Lvs 30-55, Omanyte Lvs 30-40, Kricketot Lvs 40-55, Cacnea Lvs 40-55, Happiny Lvs 40-55
Set #183 - Stark Mountain Grass/Cave (rate=10) - Kingler Lv53, Swablu Lv54, Mightyena Lv51, Steelix Lv51, Empoleon Lv53, Slaking Lv52, Mightyena Lv53, Lotad Lv53, Persian Lv51, Happiny Lv52, Flareon Lv51, Mew Lv52
Set #184 - Stark Mountain Swarm/Radar/GBA (rate=10) - Magcargo Lv53, Toxicroak Lv54, Cloyster Lv53, Combusken Lv52, Linoone Lv51, Lapras Lv52, Kirlia Lv51, Gabite Lv52, Kakuna Lv51, Grovyle Lv52, Zangoose Lv51, Starmie Lv52, Skitty Lv51, Slakoth Lv52, Weedle Lv51, Registeel Lv52
Set #185 - Stark Mountain Grass/Cave (rate=10) - Lotad Lv54, Relicanth Lv54, Kabutops Lv52, Phione Lv51, Shiftry Lv52, Monferno Lv53, Torchic Lv51, Teddiursa Lv53, Numel Lv52, Armaldo Lv52, Vulpix Lv52, Hoppip Lv52
Set #186 - Stark Mountain Swarm/Radar/GBA (rate=10) - Dragonair Lv54, Girafarig Lv54, Mantyke Lv52, Kricketune Lv53, Bellossom Lv52, Gorebyss Lv52, Breloom Lv52, Luvdisc Lv52, Torkoal Lv52, Porygon-Z Lv52, Volbeat Lv52, Wigglytuff Lv52, Wailmer Lv52, Abra Lv52, Skitty Lv52, Eevee Lv52
Set #187 - Stark Mountain Grass/Cave (rate=10) - Yanmega Lv53, Tentacruel Lv55, Porygon-Z Lv53, Magnezone Lv52, Kingler Lv55, Hoothoot Lv54, Tangela Lv52, Camerupt Lv54, Grimer Lv53, Bidoof Lv53, Phanpy Lv53, Porygon2 Lv53
Set #188 - Stark Mountain Swarm/Radar/GBA (rate=10) - Growlithe Lv53, Tauros Lv55, Gardevoir Lv55, Unown Lv54, Togepi Lv53, Torterra Lv53, Spiritomb Lv53, Machamp Lv53, Miltank Lv53, Slakoth Lv53, Oddish Lv53, Shellder Lv53, Charizard Lv53, Grotle Lv53, Beautifly Lv53, Gligar Lv53
Set #189 - Sendoff Spring Grass/Cave (rate=30) - Delibird Lv38, Riolu Lv37, Eevee Lv39, Poliwrath Lv38, Lopunny Lv38, Tentacool Lv40, Gulpin Lv37, Ho-Oh Lv37, Kadabra Lv40, Lileep Lv39, Manaphy Lv40, Flaaffy Lv39
Set #190 - Sendoff Spring Swarm/Radar/GBA (rate=30) - Bastiodon Lv38, Steelix Lv37, Bonsly Lv38, Yanmega Lv40, Purugly Lv40, Sudowoodo Lv39, Abra Lv40, Drapion Lv39, Groudon Lv40, Staraptor Lv39, Magby Lv40, Sandshrew Lv39, Staraptor Lv40, Zubat Lv39, Dusclops Lv40, Nidorino Lv39
Set #191 - Sendoff Spring Surfing (rate=10) - Articuno Lvs 20-40, Houndoom Lvs 20-40, Bibarel Lvs 20-40, Flaaffy Lvs 20-40, Gligar Lvs 20-40
Set #192 - Sendoff Spring Old Rod (rate=25) - Riolu Lvs 4-6, Lopunny Lvs 3-7, Meditite Lvs 5-10, Sandslash Lvs 5-10, Azumarill Lvs 5-15
Set #193 - Sendoff Spring Good Rod (rate=50) - Exploud Lvs 15-20, Goldeen Lvs 15-20, Sceptile Lvs 10-25, Rotom Lvs 10-25, Metapod Lvs 10-25
Set #194 - Sendoff Spring Super Rod (rate=75) - Glaceon Lvs 30-40, Combee Lvs 30-40, Granbull Lvs 40-55, Shellos Lvs 40-55, Cascoon Lvs 40-55
Set #195 - ? Unknown ? Grass/Cave (rate=15) - Parasect Lv15, Shuppet Lv15, Mawile Lv16, Gliscor Lv17, Seel Lv17, Vaporeon Lv17, Magneton Lv18, Ivysaur Lv16, Stunky Lv18, Pelipper Lv18, Froslass Lv18, Wingull Lv18
Set #196 - ? Unknown ? Swarm/Radar/GBA (rate=15) - Pidgeotto Lv15, Spheal Lv15, Tentacool Lv17, Groudon Lv17, Lapras Lv18, Uxie Lv18, Hariyama Lv18, Lopunny Lv18, Nidoqueen Lv18, Grumpig Lv18, Lickitung Lv18, Mantyke Lv18, Aggron Lv18, Graveler Lv18, Teddiursa Lv18, Chatot Lv18
Set #197 - ? Unknown ? Grass/Cave (rate=15) - Glaceon Lv35, Vigoroth Lv35, Kadabra Lv36, Gastrodon Lv37, Slowking Lv37, Hariyama Lv37, Combusken Lv38, Exploud Lv36, Wobbuffet Lv38, Poliwrath Lv38, Silcoon Lv38, Nidorino Lv38
Set #198 - ? Unknown ? Swarm/Radar/GBA (rate=15) - Wailord Lv35, Stunky Lv35, Roselia Lv37, Nosepass Lv37, Croconaw Lv38, Celebi Lv38, Chatot Lv38, Seadra Lv38, Luxray Lv38, Omastar Lv38, Giratina Lv38, Ampharos Lv38, Pinsir Lv38, Metang Lv38, Marowak Lv38, Jynx Lv38
Set #199 - ? Unknown ? Grass/Cave (rate=15) - Skarmory Lv35, Rampardos Lv35, Dusknoir Lv36, Rhyhorn Lv37, Pichu Lv37, Pidgeot Lv37, Lileep Lv38, Mankey Lv36, Wormadam Lv37, Natu Lv37, Weezing Lv37, Mankey Lv37
Set #200 - ? Unknown ? Swarm/Radar/GBA (rate=15) - Dodrio Lv35, Tyrogue Lv35, Ledyba Lv37, Chingling Lv37, Tropius Lv37, Shellos Lv37, Staraptor Lv37, Entei Lv37, Persian Lv37, Growlithe Lv37, Croconaw Lv37, Slowking Lv37, Metagross Lv37, Carnivine Lv37, Oddish Lv37, Wigglytuff Lv37
Set #201 - Turnback Cave Grass/Cave (rate=15) - Bidoof Lv15, Jirachi Lv15, Grumpig Lv16, Kirlia Lv17, Luxray Lv17, Arbok Lv17, Ninjask Lv18, Pinsir Lv16, Psyduck Lv18, Skorupi Lv18, Vibrava Lv18, Vaporeon Lv18
Set #202 - Turnback Cave Swarm/Radar/GBA (rate=15) - Wailord Lv15, Burmy Lv15, Nidoran♂ Lv17, Lopunny Lv17, Gastrodon Lv18, Electivire Lv18, Happiny Lv18, Crawdaunt Lv18, Metapod Lv18, Azelf Lv18, Lombre Lv18, Phanpy Lv18, Blastoise Lv18, Pinsir Lv18, Diglett Lv18, Chikorita Lv18
Set #203 - Turnback Cave Grass/Cave (rate=15) - Quilava Lv15, Butterfree Lv15, Latias Lv16, Aron Lv17, Whiscash Lv17, Dratini Lv17, Rhydon Lv18, Golbat Lv16, Slugma Lv18, Sandslash Lv18, Steelix Lv18, Wailmer Lv18
Set #204 - Turnback Cave Swarm/Radar/GBA (rate=15) - Forretress Lv15, Whismur Lv15, Wooper Lv17, Golem Lv17, Salamence Lv18, Arceus Lv18, Magnemite Lv18, Tauros Lv18, Carvanha Lv18, Shelgon Lv18, Tyranitar Lv18, Piloswine Lv18, Registeel Lv18, Pikachu Lv18, Gastly Lv18, Krabby Lv18
Set #205 - Turnback Cave Grass/Cave (rate=15) - Starly Lv15, Happiny Lv15, Zangoose Lv16, Wobbuffet Lv17, Combusken Lv17, Cresselia Lv17, Sharpedo Lv18, Mime Jr. Lv16, Piplup Lv18, Ho-Oh Lv18, Uxie Lv18, Rayquaza Lv18
Set #206 - Turnback Cave Swarm/Radar/GBA (rate=15) - Clefable Lv15, Fearow Lv15, Vibrava Lv17, Feraligatr Lv17, Slowpoke Lv18, Drapion Lv18, Prinplup Lv18, Probopass Lv18, Dusknoir Lv18, Feebas Lv18, Mankey Lv18, Bastiodon Lv18, Charmander Lv18, Abra Lv18, Nidoqueen Lv18, Staravia Lv18
Set #207 - Turnback Cave Grass/Cave (rate=15) - Aipom Lv15, Kecleon Lv15, Feebas Lv16, Koffing Lv17, Girafarig Lv17, Latias Lv17, Manectric Lv18, Fearow Lv16, Silcoon Lv18, Wurmple Lv18, Beedrill Lv18, Shaymin Lv18
Set #208 - Turnback Cave Swarm/Radar/GBA (rate=15) - Chatot Lv15, Gardevoir Lv15, Haunter Lv17, Skorupi Lv17, Grotle Lv18, Sableye Lv18, Drifloon Lv18, Horsea Lv18, Infernape Lv18, Blastoise Lv18, Magmortar Lv18, Yanma Lv18, Floatzel Lv18, Kingler Lv18, Rhydon Lv18, Lapras Lv18
Set #209 - Turnback Cave Grass/Cave (rate=15) - Vaporeon Lv15, Zapdos Lv15, Mismagius Lv16, Vileplume Lv17, Gastly Lv17, Mewtwo Lv17, Fearow Lv18, Lickilicky Lv16, Persian Lv18, Haunter Lv18, Sandshrew Lv18, Slowking Lv18
Set #210 - Turnback Cave Swarm/Radar/GBA (rate=15) - Caterpie Lv15, Nidoqueen Lv15, Fearow Lv17, Smoochum Lv17, Starly Lv18, Quilava Lv18, Combee Lv18, Zangoose Lv18, Larvitar Lv18, Charmeleon Lv18, Exeggutor Lv18, Shedinja Lv18, Azumarill Lv18, Wailmer Lv18, Drowzee Lv18, Gabite Lv18
Set #211 - Turnback Cave Grass/Cave (rate=15) - Ursaring Lv15, Froslass Lv15, Weepinbell Lv16, Eevee Lv17, Medicham Lv17, Poliwag Lv17, Sentret Lv18, Staravia Lv16, Dewgong Lv18, Marowak Lv18, Dugtrio Lv18, Smeargle Lv18
Set #212 - Turnback Cave Swarm/Radar/GBA (rate=15) - Silcoon Lv15, Kangaskhan Lv15, Grotle Lv17, Bibarel Lv17, Luvdisc Lv18, Gengar Lv18, Cyndaquil Lv18, Poliwhirl Lv18, Mankey Lv18, Empoleon Lv18, Pidgey Lv18, Rotom Lv18, Bellsprout Lv18, Kingdra Lv18, Loudred Lv18, Gible Lv18
Set #213 - Turnback Cave Grass/Cave (rate=15) - Celebi Lv25, Shiftry Lv25, Pidgeotto Lv26, Slugma Lv27, Skorupi Lv27, Paras Lv27, Shieldon Lv25, Arceus Lv26, Ambipom Lv28, Chimecho Lv28, Ponyta Lv28, Dialga Lv28
Set #214 - Turnback Cave Swarm/Radar/GBA (rate=15) - Weavile Lv25, Castform Lv25, Numel Lv27, Scyther Lv27, Luxio Lv28, Sealeo Lv28, Swellow Lv28, Exploud Lv28, Seel Lv28, Castform Lv28, Voltorb Lv28, Porygon-Z Lv28, Umbreon Lv28, Hippowdon Lv28, Illumise Lv28, Nidoran♀ Lv28
Set #215 - Turnback Cave Grass/Cave (rate=15) - Cherrim Lv25, Shaymin Lv25, Bagon Lv26, Ponyta Lv27, Glameow Lv27, Xatu Lv27, Vespiquen Lv28, Lotad Lv26, Solrock Lv28, Haunter Lv28, Mew Lv28, Typhlosion Lv28
Set #216 - Turnback Cave Swarm/Radar/GBA (rate=15) - Linoone Lv25, Snover Lv25, Seadra Lv27, Natu Lv27, Shellder Lv28, Zubat Lv28, Blissey Lv28, Espeon Lv28, Raichu Lv28, Cacnea Lv28, Raichu Lv28, Nuzleaf Lv28, Salamence Lv28, Whiscash Lv28, Purugly Lv28, Haunter Lv28
Set #217 - Turnback Cave Grass/Cave (rate=15) - Spinarak Lv25, Seel Lv25, Mightyena Lv26, Metagross Lv27, Milotic Lv27, Grotle Lv27, Slowbro Lv28, Porygon-Z Lv26, Cranidos Lv28, Starmie Lv28, Machoke Lv28, Lickilicky Lv28
Set #218 - Turnback Cave Swarm/Radar/GBA (rate=15) - Pikachu Lv25, Wormadam Lv25, Sealeo Lv27, Voltorb Lv27, Cyndaquil Lv28, Mime Jr. Lv28, Porygon Lv28, Totodile Lv28, Turtwig Lv28, Shuckle Lv28, Lanturn Lv28, Sunflora Lv28, Jigglypuff Lv28, Marowak Lv28, Sudowoodo Lv28, Ho-Oh Lv28
Set #219 - Turnback Cave Grass/Cave (rate=15) - Relicanth Lv25, Cacnea Lv25, Piplup Lv26, Drowzee Lv27, Electabuzz Lv27, Kingdra Lv27, Wynaut Lv28, Diglett Lv26, Palkia Lv28, Sableye Lv28, Piloswine Lv28, Aipom Lv28
Set #220 - Turnback Cave Swarm/Radar/GBA (rate=15) - Fearow Lv25, Torkoal Lv25, Porygon Lv27, Lapras Lv27, Kakuna Lv28, Koffing Lv28, Entei Lv28, Hypno Lv28, Eevee Lv28, Toxicroak Lv28, Koffing Lv28, Swellow Lv28, Charmander Lv28, Azurill Lv28, Darkrai Lv28, Pupitar Lv28
Set #221 - Turnback Cave Grass/Cave (rate=15) - Magmar Lv25, Gligar Lv25, Unown Lv26, Manaphy Lv27, Seedot Lv27, Regigigas Lv27, Vaporeon Lv28, Wormadam Lv26, Bellossom Lv28, Minun Lv28, Lunatone Lv28, Misdreavus Lv28
Set #222 - Turnback Cave Swarm/Radar/GBA (rate=15) - Munchlax Lv25, Qwilfish Lv25, Bonsly Lv27, Marshtomp Lv27, Ursaring Lv28, Baltoy Lv28, Espeon Lv28, Porygon-Z Lv28, Munchlax Lv28, Venomoth Lv28, Turtwig Lv28, Octillery Lv28, Mothim Lv28, Muk Lv28, Armaldo Lv28, Regigigas Lv28
Set #223 - Turnback Cave Grass/Cave (rate=15) - Swablu Lv25, Giratina Lv25, Typhlosion Lv26, Granbull Lv27, Mr. Mime Lv27, Grumpig Lv27, Relicanth Lv28, Shinx Lv26, Meditite Lv28, Lileep Lv28, Nincada Lv28, Grovyle Lv28
Set #224 - Turnback Cave Swarm/Radar/GBA (rate=15) - Wingull Lv25, Jumpluff Lv25, Camerupt Lv27, Relicanth Lv27, Toxicroak Lv28, Zapdos Lv28, Donphan Lv28, Minun Lv28, Tropius Lv28, Vulpix Lv28, Poliwag Lv28, Luxio Lv28, Natu Lv28, Mantyke Lv28, Graveler Lv28, Goldeen Lv28
Set #225 - Turnback Cave Grass/Cave (rate=15) - Lugia Lv35, Remoraid Lv35, Ludicolo Lv36, Wailord Lv37, Scizor Lv37, Granbull Lv37, Spinarak Lv38, Machop Lv36, Breloom Lv38, Bronzong Lv38, Makuhita Lv38, Nincada Lv38
Set #226 - Turnback Cave Swarm/Radar/GBA (rate=15) - Solrock Lv35, Porygon-Z Lv35, Plusle Lv37, Zapdos Lv37, Lileep Lv38, Skitty Lv38, Seadra Lv38, Exeggcute Lv38, Seedot Lv38, Swampert Lv38, Lairon Lv38, Elekid Lv38, Duskull Lv38, Glaceon Lv38, Banette Lv38, Registeel Lv38
Set #227 - Turnback Cave Grass/Cave (rate=15) - Slakoth Lv35, Dusclops Lv35, Ledian Lv36, Vigoroth Lv37, Feraligatr Lv37, Koffing Lv37, Articuno Lv38, Qwilfish Lv36, Nosepass Lv38, Ampharos Lv38, Horsea Lv38, Ninetales Lv38
Set #228 - Turnback Cave Swarm/Radar/GBA (rate=15) - Wurmple Lv35, Geodude Lv35, Floatzel Lv37, Omastar Lv37, Groudon Lv38, Chinchou Lv38, Gallade Lv38, Lapras Lv38, Staravia Lv38, Hitmonchan Lv38, Abomasnow Lv38, Kingdra Lv38, Seadra Lv38, Camerupt Lv38, Anorith Lv38, Kadabra Lv38
Set #229 - Turnback Cave Grass/Cave (rate=15) - Ho-Oh Lv35, Meowth Lv35, Girafarig Lv36, Electabuzz Lv37, Barboach Lv37, Slowbro Lv37, Swablu Lv38, Parasect Lv36, Sunkern Lv38, Chatot Lv38, Kadabra Lv38, Poochyena Lv38
